Date,Feeder_ID,Temperature,Input_Energy_MWh,Billed_Energy_MWh,Loss_%
2024-02-25,F5,18.62,1322.47,1075.91,18.64
2024-02-26,F5,15.94,1134.2,900.68,20.59
2024-02-27,F5,17.1,1268.1,1018.72,19.67
2024-02-28,F5,18.92,1226.84,968.33,21.07
2024-02-29,F5,17.83,1164.79,942.13,19.12
2024-03-01,F5,19.71,1261.87,992.79,21.32
2024-03-02,F5,17.58,1239.28,995.57,19.67
2024-03-03,F5,19.31,1104.57,900.84,18.44
2024-03-04,F5,17.0,1210.12,965.87,20.18
2024-03-05,F5,18.18,1188.18,964.38,18.84
2024-03-06,F5,16.44,1183.41,928.54,21.54
2024-03-07,F5,17.17,1300.03,1046.73,19.48
2024-03-08,F5,21.87,1304.92,1050.75,19.48
2024-03-09,F5,18.98,1191.89,952.99,20.04
2024-03-10,F5,17.99,1253.57,1006.18,19.73
2024-03-11,F5,18.63,1206.9,992.0,17.81
2024-03-12,F5,18.44,1253.87,1002.62,20.04
2024-03-13,F5,18.73,1241.38,1045.82,15.75
2024-03-14,F5,19.23,1277.87,1032.6,19.19
2024-03-15,F5,20.16,1224.91,979.02,20.07
2024-03-16,F5,18.06,1240.99,1017.77,17.99
2024-03-17,F5,18.77,1265.28,986.47,22.04
2024-03-18,F5,16.27,1192.22,991.53,16.83
2024-03-19,F5,24.55,1254.48,954.06,23.95
2024-03-20,F5,21.38,1241.45,1004.17,19.11
2024-03-21,F5,18.61,1148.5,841.98,26.69
2024-03-22,F5,19.53,1221.4,993.29,18.68
2024-03-23,F5,17.52,1215.92,982.65,19.18
2024-03-24,F5,22.73,1226.55,962.77,21.51
2024-03-25,F5,17.36,1162.71,928.5,20.14
2024-03-26,F5,20.61,1219.12,1010.87,17.08
2024-03-27,F5,15.19,1168.93,948.48,18.86
2024-03-28,F5,22.39,1241.54,1022.4,17.65
2024-03-29,F5,20.44,1288.9,997.11,22.64
2024-03-30,F5,19.88,1206.33,968.81,19.69
2024-03-31,F5,21.11,1245.02,979.87,21.3
2024-04-01,F5,22.52,1183.79,909.28,23.19
2024-04-02,F5,22.36,1277.08,994.46,22.13
2024-04-03,F5,20.17,1289.27,1044.37,19.0
2024-04-04,F5,19.35,1263.26,987.85,21.8
2024-04-05,F5,19.38,1120.05,890.28,20.51
2024-04-06,F5,18.29,1240.81,984.05,20.69
2024-04-07,F5,20.69,1266.43,971.08,23.32
2024-04-08,F5,18.61,1145.48,892.83,22.06
2024-04-09,F5,22.62,1261.64,988.12,21.68
2024-04-10,F5,18.51,1279.53,1015.13,20.66
2024-04-11,F5,21.57,1150.1,913.19,20.6
2024-04-12,F5,22.6,1176.62,910.48,22.62
2024-04-13,F5,19.46,1171.54,919.86,21.48
2024-04-14,F5,20.44,1249.43,987.57,20.96
2024-04-15,F5,15.49,1166.11,928.63,20.36
2024-04-16,F5,17.08,1304.25,1014.02,22.25
2024-04-17,F5,19.37,1197.22,945.05,21.06
2024-04-18,F5,20.44,1190.2,927.16,22.1
2024-04-19,F5,18.72,1234.25,992.81,19.56
2024-04-20,F5,21.57,1188.03,952.18,19.85
2024-04-21,F5,19.98,1250.11,1011.82,19.06
2024-04-22,F5,17.75,1176.86,947.4,19.5
2024-04-23,F5,16.93,1225.21,985.82,19.54
2024-04-24,F5,18.79,1267.37,1053.95,16.84
2024-04-25,F5,23.71,1217.69,987.72,18.89
2024-04-26,F5,14.84,1248.31,1024.86,17.9
2024-04-27,F5,18.64,1281.21,1063.96,16.96
2024-04-28,F5,15.76,1186.56,932.16,21.44
2024-04-29,F5,23.41,1246.98,814.86,34.65
2024-04-30,F5,19.68,1209.32,935.18,22.67
2024-05-01,F5,18.73,1215.68,994.78,18.17
2024-05-02,F5,15.92,1230.13,979.62,20.36
2024-05-03,F5,14.86,1298.7,1046.07,19.45
2024-05-04,F5,20.54,1260.74,1005.67,20.23
2024-05-05,F5,16.6,1221.53,981.99,19.61
2024-05-06,F5,16.07,1119.1,895.88,19.95
2024-05-07,F5,19.29,1249.49,980.24,21.55
2024-05-08,F5,16.91,1205.72,998.32,17.2
2024-05-09,F5,20.99,1237.35,946.94,23.47
2024-05-10,F5,16.46,1263.1,974.7,22.83
2024-05-11,F5,13.59,1250.12,1009.9,19.22
2024-05-12,F5,15.54,1161.56,968.81,16.59
2024-05-13,F5,17.09,1219.12,1014.96,16.75
2024-05-14,F5,16.95,1151.13,962.6,16.38
2024-05-15,F5,11.79,1224.84,987.43,19.38
2024-05-16,F5,14.12,1148.04,916.61,20.16
2024-05-17,F5,13.19,1283.15,1012.05,21.13
2024-05-18,F5,17.96,1228.23,938.61,23.58
2024-05-19,F5,13.78,1298.19,1049.27,19.17
2024-05-20,F5,12.52,1190.21,980.56,17.61
2024-05-21,F5,13.33,1254.19,986.17,21.37
2024-05-22,F5,14.48,1230.68,955.02,22.4
2024-05-23,F5,13.54,1186.07,932.75,21.36
2024-05-24,F5,14.05,1280.86,1002.24,21.75
2024-05-25,F5,17.24,1253.28,1043.09,16.77
2024-05-26,F5,15.82,1269.32,1011.4,20.32
2024-05-27,F5,12.86,1213.31,993.62,18.11
2024-05-28,F5,9.57,1158.07,905.39,21.82
2024-05-29,F5,14.44,1198.99,945.08,21.18
2024-05-30,F5,7.85,1173.16,940.82,19.8
2024-05-31,F5,14.44,1207.0,917.09,24.02
2024-06-01,F5,12.43,1186.22,973.0,17.97
2024-06-02,F5,11.61,1267.65,997.25,21.33
2024-06-03,F5,10.8,1224.36,980.69,19.9
2024-06-04,F5,11.23,1256.32,966.58,23.06
2024-06-05,F5,11.92,1205.32,930.36,22.81
2024-06-06,F5,9.58,1244.69,988.31,20.6
2024-06-07,F5,12.91,1377.38,1095.38,20.47
2024-06-08,F5,10.47,1214.61,995.55,18.04
2024-06-09,F5,16.22,1229.98,996.21,19.01
2024-06-10,F5,9.76,1252.95,989.24,21.05
2024-06-11,F5,9.76,1304.44,1050.32,19.48
2024-06-12,F5,9.19,1220.01,989.55,18.89
2024-06-13,F5,10.7,1136.73,898.87,20.93
2024-06-14,F5,8.2,1304.19,1024.16,21.47
2024-06-15,F5,9.68,1280.19,1020.91,20.25
2024-06-16,F5,3.81,1290.15,1044.89,19.01
2024-06-17,F5,6.61,1136.98,941.68,17.18
2024-06-18,F5,8.13,1227.61,994.5,18.99
2024-06-19,F5,9.25,1174.94,959.18,18.36
2024-06-20,F5,9.45,1209.79,928.53,23.25
2024-06-21,F5,8.87,1281.27,1061.54,17.15
2024-06-22,F5,8.09,1260.15,975.5,22.59
2024-06-23,F5,7.2,1207.63,964.79,20.11
2024-06-24,F5,3.33,1183.1,942.23,20.36
2024-06-25,F5,4.99,1182.58,940.64,20.46
2024-06-26,F5,11.85,1222.88,968.52,20.8
2024-06-27,F5,5.98,1283.94,1049.05,18.29
2024-06-28,F5,6.87,1262.4,1021.78,19.06
2024-06-29,F5,4.8,1234.03,994.69,19.4
2024-06-30,F5,6.53,1109.84,891.35,19.69
2024-07-01,F5,5.25,1260.76,1018.73,19.2
2024-07-02,F5,7.04,1212.13,943.41,22.17
2024-07-03,F5,7.07,1268.33,1040.81,17.94
2024-07-04,F5,4.6,1220.67,1029.46,15.66
2024-07-05,F5,3.7,1226.26,981.37,19.97
2024-07-06,F5,5.56,1244.42,1015.57,18.39
2024-07-07,F5,2.68,1221.95,985.03,19.39
2024-07-08,F5,2.6,1228.17,989.33,19.45
2024-07-09,F5,3.92,1157.47,938.47,18.92
2024-07-10,F5,2.62,1214.96,987.96,18.68
2024-07-11,F5,-2.32,1286.9,1036.51,19.46
2024-07-12,F5,1.07,1207.44,957.84,20.67
2024-07-13,F5,-0.55,1212.41,984.41,18.81
2024-07-14,F5,5.79,1211.87,905.58,25.27
2024-07-15,F5,5.12,1257.3,1005.25,20.05
2024-07-16,F5,0.13,1236.68,1020.47,17.48
2024-07-17,F5,4.26,1139.61,900.75,20.96
2024-07-18,F5,-0.58,1275.81,1031.89,19.12
2024-07-19,F5,3.08,1321.59,1055.35,20.14
2024-07-20,F5,-1.03,1234.47,1006.73,18.45
2024-07-21,F5,2.11,1218.93,1004.38,17.6
2024-07-22,F5,-2.12,1290.09,859.56,33.37
2024-07-23,F5,0.92,1195.4,970.3,18.83
2024-07-24,F5,2.41,1241.15,1007.57,18.82
2024-07-25,F5,2.9,1226.2,965.41,21.27
2024-07-26,F5,-4.28,1361.27,1139.89,16.26
2024-07-27,F5,-2.41,1170.81,954.79,18.45
2024-07-28,F5,-2.82,1354.52,1117.66,17.49
2024-07-29,F5,-3.73,1426.65,1139.19,20.15
2024-07-30,F5,-2.22,1323.13,1105.75,16.43
2024-07-31,F5,-2.36,1395.72,1104.25,20.88
2024-08-01,F5,-8.16,1569.31,1252.38,20.2
2024-08-02,F5,-4.89,1379.11,1120.02,18.79
2024-08-03,F5,-5.93,1567.77,1231.46,21.45
2024-08-04,F5,-6.05,1451.88,1233.13,15.07
2024-08-05,F5,-4.21,1366.29,1081.23,20.86
2024-08-06,F5,-3.66,1414.95,1058.3,25.21
2024-08-07,F5,-0.6,1236.72,996.62,19.41
2024-08-08,F5,-5.04,1378.31,1088.65,21.02
2024-08-09,F5,-6.79,1448.22,1159.45,19.94
2024-08-10,F5,-2.28,1221.3,983.66,19.46
2024-08-11,F5,-4.91,1342.13,1002.77,25.28
2024-08-12,F5,-5.76,1433.9,1163.04,18.89
2024-08-13,F5,-3.64,1298.98,1035.66,20.27
2024-08-14,F5,-4.12,1399.55,1134.75,18.92
2024-08-15,F5,-4.53,1474.37,1143.54,22.44
2024-08-16,F5,-8.02,1667.24,1378.71,17.31
2024-08-17,F5,-4.04,1318.31,1037.57,21.3
2024-08-18,F5,-3.51,1328.62,1068.35,19.59
2024-08-19,F5,-10.96,1597.84,1233.21,22.82
2024-08-20,F5,-6.65,1530.67,1171.64,23.46
2024-08-21,F5,-6.12,1485.1,1168.92,21.29
2024-08-22,F5,-4.75,1390.84,1081.18,22.26
2024-08-23,F5,-4.72,1423.34,1132.81,20.41
2024-08-24,F5,-9.84,1697.3,1356.34,20.09
2024-08-25,F5,-6.68,1568.39,1290.12,17.74
2024-08-26,F5,-6.05,1474.03,985.56,33.14
2024-08-27,F5,-8.21,1577.33,1213.3,23.08
2024-08-28,F5,-8.16,1567.86,1188.66,24.19
2024-08-29,F5,-6.31,1475.76,1165.96,20.99
2024-08-30,F5,-7.68,1564.65,1242.45,20.59
2024-08-31,F5,-4.28,1355.04,1084.06,20.0
2024-09-01,F5,-11.21,1637.15,1319.6,19.4
2024-09-02,F5,-6.04,1495.06,1010.98,32.38
2024-09-03,F5,-7.11,1519.97,1173.37,22.8
2024-09-04,F5,-9.75,1605.81,1260.28,21.52
2024-09-05,F5,-8.96,1637.97,1293.33,21.04
2024-09-06,F5,-11.1,1638.95,1309.82,20.08
2024-09-07,F5,-7.88,1577.4,1274.53,19.2
2024-09-08,F5,-7.96,1482.47,1163.78,21.5
2024-09-09,F5,-7.16,1506.52,1194.92,20.68
2024-09-10,F5,-9.75,1518.36,1244.23,18.05
2024-09-11,F5,-5.31,1451.9,1190.16,18.03
2024-09-12,F5,-8.57,1608.85,1314.2,18.31
2024-09-13,F5,-11.69,1636.28,1295.15,20.85
2024-09-14,F5,-6.25,1528.94,1255.22,17.9
2024-09-15,F5,-10.14,1575.11,1327.84,15.7
2024-09-16,F5,-10.11,1576.34,1237.79,21.48
2024-09-17,F5,-9.43,1636.51,1328.94,18.79
2024-09-18,F5,-9.35,1638.22,1357.71,17.12
2024-09-19,F5,-6.63,1522.2,1237.06,18.73
2024-09-20,F5,-9.96,1625.0,1338.08,17.66
2024-09-21,F5,-13.9,1752.94,1468.11,16.25
2024-09-22,F5,-10.53,1690.92,1416.93,16.2
2024-09-23,F5,-9.9,1635.06,1309.61,19.9
2024-09-24,F5,-12.72,1669.72,1327.79,20.48
2024-09-25,F5,-12.81,1690.84,1335.43,21.02
2024-09-26,F5,-7.82,1605.24,1258.71,21.59
2024-09-27,F5,-11.3,1684.7,1374.44,18.42
2024-09-28,F5,-9.96,1652.54,1318.12,20.24
2024-09-29,F5,-12.62,1752.8,1348.33,23.08
2024-09-30,F5,-8.48,1580.68,1252.95,20.73
2024-10-01,F5,-7.4,1465.62,1211.46,17.34
2024-10-02,F5,-10.0,1538.64,1273.42,17.24
2024-10-03,F5,-10.72,1649.11,1315.7,20.22
2024-10-04,F5,-9.71,1621.19,1279.44,21.08
2024-10-05,F5,-11.15,1736.86,1434.71,17.4
2024-10-06,F5,-10.1,1643.43,1305.68,20.55
2024-10-07,F5,-11.6,1684.55,1351.01,19.8
2024-10-08,F5,-10.95,1668.07,1292.89,22.49
2024-10-09,F5,-8.51,1610.51,1236.26,23.24
2024-10-10,F5,-3.88,1412.56,1121.28,20.62
2024-10-11,F5,-8.81,1563.24,1219.87,21.97
2024-10-12,F5,-12.26,1637.64,1250.68,23.63
2024-10-13,F5,-7.98,1601.99,1030.79,35.66
2024-10-14,F5,-8.12,1451.63,1162.25,19.93
2024-10-15,F5,-9.85,1591.67,1269.63,20.23
2024-10-16,F5,-7.62,1498.73,1178.41,21.37
2024-10-17,F5,-9.17,1511.6,1234.49,18.33
2024-10-18,F5,-10.18,1641.03,1277.26,22.17
2024-10-19,F5,-10.13,1607.64,1321.79,17.78
2024-10-20,F5,-4.29,1428.46,1119.18,21.65
2024-10-21,F5,-11.61,1665.99,1363.4,18.16
2024-10-22,F5,-8.66,1547.23,1276.39,17.51
2024-10-23,F5,-8.67,1560.21,1198.56,23.18
2024-10-24,F5,-7.09,1490.36,1209.56,18.84
2024-10-25,F5,-7.65,1563.16,1267.12,18.94
2024-10-26,F5,-10.7,1716.93,1357.69,20.92
2024-10-27,F5,-7.1,1475.4,1145.3,22.37
2024-10-28,F5,-5.94,1543.33,1219.31,21.0
2024-10-29,F5,-6.38,1461.74,1154.44,21.02
2024-10-30,F5,-11.77,1753.12,1409.11,19.62
2024-10-31,F5,-8.43,1647.23,1283.4,22.09
2024-11-01,F5,-10.94,1601.93,1357.59,15.25
2024-11-02,F5,-9.38,1683.73,1343.15,20.23
2024-11-03,F5,-8.3,1581.3,1242.04,21.45
2024-11-04,F5,-5.5,1435.87,1175.56,18.13
2024-11-05,F5,-8.85,1602.28,1264.89,21.06
2024-11-06,F5,-5.51,1408.02,1102.27,21.71
2024-11-07,F5,-8.68,1581.65,1264.95,20.02
2024-11-08,F5,-9.66,1564.55,1250.67,20.06
2024-11-09,F5,-8.53,1611.39,1269.0,21.25
2024-11-10,F5,-6.19,1453.39,1156.79,20.41
2024-11-11,F5,-7.33,1543.16,1247.99,19.13
2024-11-12,F5,-7.2,1558.74,1220.4,21.71
2024-11-13,F5,-5.52,1481.9,1163.99,21.45
2024-11-14,F5,-6.28,1453.62,1151.69,20.77
2024-11-15,F5,-1.56,1294.88,1081.71,16.46
2024-11-16,F5,-3.57,1440.68,1205.86,16.3
2024-11-17,F5,-5.19,1411.92,1130.09,19.96
2024-11-18,F5,-8.76,1494.9,1191.1,20.32
2024-11-19,F5,-5.8,1522.67,1240.03,18.56
2024-11-20,F5,-4.59,1375.07,1118.42,18.66
2024-11-21,F5,-1.3,1313.98,1031.56,21.49
2024-11-22,F5,-3.89,1261.63,1041.47,17.45
2024-11-23,F5,-5.42,1399.04,1169.87,16.38
2024-11-24,F5,-2.81,1347.8,1086.14,19.41
2024-11-25,F5,0.6,1197.03,952.12,20.46
2024-11-26,F5,-3.39,1332.35,1078.55,19.05
2024-11-27,F5,-1.21,1211.53,946.9,21.84
2024-11-28,F5,-1.96,1212.89,957.64,21.04
2024-11-29,F5,-4.88,1338.71,1060.68,20.77
2024-11-30,F5,-2.77,1321.4,1038.16,21.43
2024-12-01,F5,-1.71,1307.24,1061.23,18.82
2024-12-02,F5,1.28,1164.12,966.75,16.95
2024-12-03,F5,-2.53,1341.1,1074.32,19.89
2024-12-04,F5,-4.3,1386.15,1118.75,19.29
2024-12-05,F5,-0.51,1288.19,1037.03,19.5
2024-12-06,F5,-1.06,1213.32,956.85,21.14
2024-12-07,F5,-4.12,1340.41,1075.15,19.79
2024-12-08,F5,-1.38,1264.94,1007.06,20.39
2024-12-09,F5,-1.43,1355.31,1111.08,18.02
2024-12-10,F5,0.55,1243.43,1013.36,18.5
2024-12-11,F5,0.47,1250.7,1043.62,16.56
2024-12-12,F5,0.75,1208.86,976.2,19.25
2024-12-13,F5,-2.99,1358.16,1048.22,22.82
2024-12-14,F5,2.33,1223.64,973.08,20.48
2024-12-15,F5,3.03,1169.52,967.85,17.24
2024-12-16,F5,4.61,1256.03,1017.0,19.03
2024-12-17,F5,2.52,1249.54,1023.65,18.08
2024-12-18,F5,1.55,1238.17,969.97,21.66
2024-12-19,F5,1.26,1223.75,988.46,19.23
2024-12-20,F5,2.51,1235.45,976.59,20.95
2024-12-21,F5,-0.52,1227.12,959.74,21.79
2024-12-22,F5,3.13,1209.78,1021.32,15.58
2024-12-23,F5,7.09,1224.16,990.79,19.06
2024-12-24,F5,4.58,1188.01,933.86,21.39
2024-12-25,F5,1.69,1261.6,1007.34,20.15
2024-12-26,F5,6.31,1224.04,1016.89,16.92
2024-12-27,F5,5.48,1259.16,997.73,20.76
2024-12-28,F5,4.06,1198.26,975.71,18.57
2024-12-29,F5,2.99,1207.82,971.32,19.58
2024-12-30,F5,4.29,1202.55,942.37,21.64
2024-12-31,F5,6.6,1208.19,937.18,22.43
2025-01-01,F5,7.76,1238.7,981.27,20.78
2025-01-02,F5,5.99,1202.26,770.46,35.92
2025-01-03,F5,5.79,1223.61,1004.96,17.87
2025-01-04,F5,3.13,1260.77,838.15,33.52
2025-01-05,F5,6.11,1207.78,977.8,19.04
2025-01-06,F5,5.13,1140.4,921.81,19.17
2025-01-07,F5,5.94,1192.08,989.56,16.99
2025-01-08,F5,7.61,1301.96,1041.36,20.02
2025-01-09,F5,6.65,1185.19,967.5,18.37
2025-01-10,F5,6.67,1219.17,934.63,23.34
2025-01-11,F5,8.0,1189.79,942.14,20.81
2025-01-12,F5,10.84,1165.85,898.56,22.93
2025-01-13,F5,3.57,1211.55,718.8,40.67
2025-01-14,F5,9.28,1319.29,1051.05,20.33
2025-01-15,F5,11.33,1217.85,981.83,19.38
2025-01-16,F5,8.39,1243.37,938.95,24.48
2025-01-17,F5,9.76,1307.44,1084.44,17.06
2025-01-18,F5,12.69,1258.14,804.41,36.06
2025-01-19,F5,11.77,1267.15,1016.07,19.81
2025-01-20,F5,7.02,1107.2,875.01,20.97
2025-01-21,F5,8.18,1143.49,906.82,20.7
2025-01-22,F5,10.6,1320.46,1057.59,19.91
2025-01-23,F5,13.46,1211.26,921.63,23.91
2025-01-24,F5,11.12,1251.32,1008.61,19.4
2025-01-25,F5,12.08,1207.61,927.98,23.16
2025-01-26,F5,10.49,1283.87,1037.37,19.2
2025-01-27,F5,9.96,1211.64,976.67,19.39
2025-01-28,F5,13.82,1299.46,1028.17,20.88
2025-01-29,F5,16.76,1247.54,980.84,21.38
2025-01-30,F5,13.36,1204.0,963.16,20.0
2025-01-31,F5,12.36,1220.7,987.06,19.14
2025-02-01,F5,13.28,1249.11,1038.4,16.87
2025-02-02,F5,11.96,1185.82,944.98,20.31
2025-02-03,F5,11.79,1256.38,991.28,21.1
2025-02-04,F5,14.2,1268.34,1015.0,19.97
2025-02-05,F5,14.0,1179.32,904.69,23.29
2025-02-06,F5,13.91,1244.28,1009.11,18.9
2025-02-07,F5,9.4,1203.75,958.52,20.37
2025-02-08,F5,13.67,1122.59,904.28,19.45
2025-02-09,F5,12.3,1214.8,958.18,21.12
2025-02-10,F5,16.0,1198.51,984.01,17.9
2025-02-11,F5,16.43,1388.21,1087.24,21.68
2025-02-12,F5,16.66,1212.74,929.9,23.32
2025-02-13,F5,14.54,1218.32,1008.54,17.22
2025-02-14,F5,16.5,1231.95,987.19,19.87
2025-02-15,F5,13.7,1175.93,940.63,20.01
2025-02-16,F5,13.85,1292.0,980.93,24.08
2025-02-17,F5,19.52,1151.14,872.63,24.19
2025-02-18,F5,16.1,1219.21,969.26,20.5
2025-02-19,F5,13.59,1146.54,881.44,23.12
2025-02-20,F5,16.36,1287.1,1029.05,20.05
2025-02-21,F5,17.22,1231.3,994.19,19.26
2025-02-22,F5,18.02,1140.84,862.59,24.39
2025-02-23,F5,13.72,1136.96,917.36,19.32
2025-02-24,F5,14.88,1280.11,1015.82,20.65
2025-02-25,F5,18.6,1194.66,952.54,20.27
2025-02-26,F5,21.1,1240.15,986.8,20.43
2025-02-27,F5,16.54,1259.06,987.62,21.56
2025-02-28,F5,19.76,1167.92,928.58,20.49
2025-03-01,F5,17.75,1084.85,868.54,19.94
2025-03-02,F5,16.22,1241.66,982.75,20.85
2025-03-03,F5,18.76,1233.9,1035.93,16.04
2025-03-04,F5,17.59,1239.53,966.04,22.06
2025-03-05,F5,16.38,1308.13,1053.98,19.43
2025-03-06,F5,15.32,1266.01,1006.33,20.51
2025-03-07,F5,15.8,1303.74,1067.99,18.08
2025-03-08,F5,18.45,1205.89,983.99,18.4
2025-03-09,F5,18.44,1204.58,749.83,37.75
2025-03-10,F5,21.77,1208.85,961.59,20.45
2025-03-11,F5,20.46,1311.85,1027.67,21.66
2025-03-12,F5,21.96,1187.86,944.34,20.5
2025-03-13,F5,20.47,1199.76,971.71,19.01
2025-03-14,F5,20.18,1168.99,911.91,21.99
2025-03-15,F5,18.0,1157.91,928.49,19.81
2025-03-16,F5,17.39,1194.03,944.45,20.9
2025-03-17,F5,20.2,1167.53,950.13,18.62
2025-03-18,F5,23.87,1225.83,934.8,23.74
2025-03-19,F5,17.27,1283.98,1062.45,17.25
2025-03-20,F5,18.1,1200.97,987.5,17.78
2025-03-21,F5,16.1,1187.65,963.23,18.9
2025-03-22,F5,23.05,1198.83,944.91,21.18
2025-03-23,F5,16.9,1236.15,983.48,20.44
2025-03-24,F5,20.5,1231.73,971.81,21.1
2025-03-25,F5,17.62,1234.3,971.23,21.31
2025-03-26,F5,17.37,1158.11,775.91,33.0
2025-03-27,F5,21.57,1265.38,989.53,21.8
2025-03-28,F5,15.53,1241.65,990.92,20.19
2025-03-29,F5,19.36,1230.78,747.6,39.26
2025-03-30,F5,20.73,1224.58,975.32,20.35
2025-03-31,F5,18.72,1203.49,936.98,22.14
2025-04-01,F5,19.3,1273.7,1018.59,20.03
2025-04-02,F5,19.63,1202.1,998.35,16.95
2025-04-03,F5,22.95,1249.44,1038.82,16.86
2025-04-04,F5,16.44,1201.07,969.0,19.32
2025-04-05,F5,21.27,1226.11,975.45,20.44
2025-04-06,F5,18.54,1277.95,1019.72,20.21
2025-04-07,F5,20.12,1211.02,987.59,18.45
2025-04-08,F5,17.73,1207.99,994.16,17.7
2025-04-09,F5,20.76,1222.09,943.37,22.81
2025-04-10,F5,20.58,1275.47,1022.13,19.86
2025-04-11,F5,18.35,1192.74,930.35,22.0
2025-04-12,F5,19.73,1289.74,1005.56,22.03
2025-04-13,F5,15.66,1290.13,1028.23,20.3
2025-04-14,F5,20.42,1289.1,1060.44,17.74
2025-04-15,F5,21.22,1175.29,892.28,24.08
2025-04-16,F5,19.98,1163.87,880.49,24.35
2025-04-17,F5,21.5,1174.26,952.62,18.88
2025-04-18,F5,20.96,1287.62,1001.64,22.21
2025-04-19,F5,17.43,1303.93,1079.66,17.2
2025-04-20,F5,17.98,1194.69,947.77,20.67
2025-04-21,F5,19.67,1236.05,992.07,19.74
2025-04-22,F5,20.72,1183.23,926.01,21.74
2025-04-23,F5,20.01,1180.08,972.97,17.55
2025-04-24,F5,18.72,1187.95,977.55,17.71
2025-04-25,F5,17.11,1151.01,930.15,19.19
2025-04-26,F5,19.57,1184.08,988.84,16.49
2025-04-27,F5,21.02,1196.79,957.94,19.96
2025-04-28,F5,17.38,1238.17,986.91,20.29
2025-04-29,F5,15.1,1178.01,944.56,19.82
2025-04-30,F5,16.43,1205.39,979.56,18.74
2025-05-01,F5,20.23,1174.11,967.36,17.61
2025-05-02,F5,21.8,1285.38,1071.73,16.62
2025-05-03,F5,17.13,1211.31,971.54,19.79
2025-05-04,F5,19.7,1278.19,1021.82,20.06
2025-05-05,F5,19.15,1222.18,990.71,18.94
2025-05-06,F5,18.06,1250.73,987.73,21.03
2025-05-07,F5,21.39,1266.72,964.75,23.84
2025-05-08,F5,15.84,1151.42,895.96,22.19
2025-05-09,F5,20.42,1175.25,970.39,17.43
2025-05-10,F5,19.84,1302.68,1048.5,19.51
2025-05-11,F5,17.1,1332.35,1088.3,18.32
2025-05-12,F5,16.42,1170.6,943.64,19.39
2025-05-13,F5,15.98,1244.87,981.43,21.16
2025-05-14,F5,20.46,1263.07,987.98,21.78
2025-05-15,F5,20.74,1250.55,1023.85,18.13
2025-05-16,F5,14.67,1200.77,952.33,20.69
2025-05-17,F5,16.98,1247.01,996.02,20.13
2025-05-18,F5,14.13,1324.01,1044.06,21.14
2025-05-19,F5,17.27,1205.45,975.25,19.1
2025-05-20,F5,13.53,1157.18,959.35,17.1
2025-05-21,F5,13.22,1321.13,1067.33,19.21
2025-05-22,F5,14.94,1297.19,1002.18,22.74
2025-05-23,F5,17.55,1190.04,948.32,20.31
2025-05-24,F5,14.31,1332.37,1035.06,22.31
2025-05-25,F5,14.25,1152.68,912.58,20.83
2025-05-26,F5,9.56,1228.68,995.9,18.95
2025-05-27,F5,12.51,1174.61,908.5,22.65
2025-05-28,F5,14.05,1222.09,953.69,21.96
2025-05-29,F5,16.67,1220.93,1015.76,16.8
2025-05-30,F5,13.93,1211.39,907.83,25.06
2025-05-31,F5,13.44,1100.47,855.95,22.22
2025-06-01,F5,11.53,1263.4,1021.4,19.15
2025-06-02,F5,13.17,1223.92,981.49,19.81
2025-06-03,F5,13.03,1221.05,982.07,19.57
2025-06-04,F5,11.91,1278.47,1024.24,19.89
2025-06-05,F5,11.64,1162.12,913.14,21.42
2025-06-06,F5,12.96,1236.61,1010.3,18.3
2025-06-07,F5,13.75,1256.4,968.27,22.93
2025-06-08,F5,7.81,1281.61,1025.93,19.95
2025-06-09,F5,9.93,1188.23,944.08,20.55
2025-06-10,F5,8.62,1183.21,929.86,21.41
2025-06-11,F5,6.77,1315.11,1052.49,19.97
2025-06-12,F5,8.77,1249.45,981.8,21.42
2025-06-13,F5,11.95,1327.8,1066.82,19.65
2025-06-14,F5,9.94,1167.9,939.68,19.54
2025-06-15,F5,9.53,1227.77,972.55,20.79
2025-06-16,F5,7.28,1282.97,1002.95,21.83
2025-06-17,F5,8.68,1216.65,965.51,20.64
2025-06-18,F5,7.42,1134.71,929.26,18.11
2025-06-19,F5,5.24,1263.45,987.11,21.87
2025-06-20,F5,8.28,1297.03,1052.0,18.89
2025-06-21,F5,7.91,1271.73,1006.59,20.85
2025-06-22,F5,13.64,1225.43,975.47,20.4
2025-06-23,F5,9.7,1227.54,978.21,20.31
2025-06-24,F5,7.19,1148.79,930.52,19.0
2025-06-25,F5,7.71,1162.69,918.43,21.01
2025-06-26,F5,8.53,1295.8,1011.9,21.91
2025-06-27,F5,5.83,1187.55,948.46,20.13
2025-06-28,F5,6.13,1158.41,939.0,18.94
2025-06-29,F5,6.9,1263.35,1029.11,18.54
2025-06-30,F5,8.01,1267.23,1067.16,15.79
2025-07-01,F5,6.97,1215.46,950.66,21.79
2025-07-02,F5,2.54,1123.25,897.39,20.11
2025-07-03,F5,3.02,1135.07,880.74,22.41
2025-07-04,F5,3.29,1228.84,1004.0,18.3
2025-07-05,F5,3.25,1228.65,958.98,21.95
2025-07-06,F5,4.8,1250.98,984.04,21.34
2025-07-07,F5,3.42,1234.31,998.07,19.14
2025-07-08,F5,2.84,1262.39,1013.4,19.72
2025-07-09,F5,3.14,1225.81,997.03,18.66
2025-07-10,F5,3.08,1151.64,927.13,19.49
